case_id,timestamp,decline_code,amount,tree_model_score,routing_rationale,tree_model_top_features,routed_to_llm,llm_recommended_action,llm_confidence,llm_reasoning_summary,llm_schema_valid,guardrail_flags,proposed_action,final_action,guardrail_overrode,override_rule,requires_human_review,model_version,pipeline_version,baseline_final_action,baseline_guardrail_overrode,baseline_override_rule,pipeline_retried,baseline_retried
case_0065,2026-09-04T11:37:38.186772+00:00,insufficient_funds,856.38,0.44542038820157615,"score=0.4454 vs band=[0.3793, 0.4681] (in_band=True); decline_code='insufficient_funds' (is_ambiguous=False) -> ROUTED to LLM (trigger: probability_band)","[{""feature"": ""historical_ptp_honor_rate"", ""value"": 0.8602055949920692, ""shap_value"": 0.5516746885217891}, {""feature"": ""decline_code_bucket"", ""value"": ""CLEAR_SOFT"", ""shap_value"": 0.3970062137823236}, {""feature"": ""prior_retry_success_count"", ""value"": 2, ""shap_value"": -0.33871676033139303}, {""feature"": ""issuer_bank_risk_tier"", ""value"": ""medium_risk"", ""shap_value"": 0.2655573382885513}, {""feature"": ""retry_attempt_number"", ""value"": 5, ""shap_value"": -0.25870134593777805}]",True,prompt_alt_payment,0.85,"Features considered: historical_ptp_honor_rate, decline_code_bucket, prior_retry_success_count, issuer_bank_risk_tier, retry_attempt_number. The case shows strong positive drivers from historical_ptp_honor_rate (positive SHAP) and decline_code_bucket (positive SHAP, indicating a soft decline). However, the case is negatively impacted by prior_retry_success_count (negative SHAP) and a high retry_attempt_number (negative SHAP). Despite the customer's historical payment integrity, the high number of failed retry attempts suggests that internal balance issues are persistent, rendering further automated retries less likely to succeed. Issuer_bank_risk_tier is a positive SHAP contributor, suggesting the bank environment is not the primary barrier. Due to the failure accumulation, I recommend prompting for an alternative payment method rather than continuing automated retries.",True,network_retry_cap_exceeded,prompt_alt_payment,no_retry_prompt_update,True,network_retry_cap_exceeded,False,gemini:gemini-3.1-flash-lite,phase7_v1,no_retry_prompt_update,True,network_retry_cap_exceeded,False,False
case_0066,2026-09-04T11:37:38.187400+00:00,51_insufficient_funds,1023.21,0.5894490505950618,"score=0.5894 vs band=[0.3793, 0.4681] (in_band=False); decline_code='51_insufficient_funds' (is_ambiguous=False) -> NOT routed (template_action=retry_now)","[{""feature"": ""decline_code_bucket"", ""value"": ""CLEAR_SOFT"", ""shap_value"": 0.3970062137823236}, {""feature"": ""issuer_bank_risk_tier"", ""value"": ""medium_risk"", ""shap_value"": 0.2655573382885513}, {""feature"": ""ltv_tier"", ""value"": ""low"", ""shap_value"": -0.20123535105966833}, {""feature"": ""historical_ptp_honor_rate"", ""value"": 0.6204389118396423, ""shap_value"": 0.18401377215177103}, {""feature"": ""day_of_week"", ""value"": ""thu"", ""shap_value"": -0.1750338202098383}]",False,,,,,,retry_now,retry_now,False,,False,logreg_v1_2026-09-02,phase7_v1,retry_now,False,,True,True
case_0067,2026-09-04T11:37:38.187741+00:00,expired_card_soft,1274.45,0.36476292216682743,"score=0.3648 vs band=[0.3793, 0.4681] (in_band=False); decline_code='expired_card_soft' (is_ambiguous=False) -> NOT routed (template_action=retry_scheduled)","[{""feature"": ""decline_code_bucket"", ""value"": ""CLEAR_SOFT"", ""shap_value"": 0.3970062137823236}, {""feature"": ""prior_retry_success_count"", ""value"": 2, ""shap_value"": -0.33871676033139303}, {""feature"": ""ltv_tier"", ""value"": ""medium"", ""shap_value"": 0.27984421786915337}, {""feature"": ""historical_ptp_honor_rate"", ""value"": 0.3286804687669211, ""shap_value"": -0.26337189097896857}, {""feature"": ""retry_attempt_number"", ""value"": 5, ""shap_value"": -0.25870134593777805}]",False,,,,,network_retry_cap_exceeded;requires_human_review_floor,retry_scheduled,no_retry_prompt_update,True,network_retry_cap_exceeded,True,logreg_v1_2026-09-02,phase7_v1,no_retry_prompt_update,True,network_retry_cap_exceeded,False,False
case_0068,2026-09-04T11:37:38.188024+00:00,restricted_card,943.26,0.22237283168798003,"score=0.2224 vs band=[0.3793, 0.4681] (in_band=False); decline_code='restricted_card' (is_ambiguous=False) -> NOT routed (template_action=no_retry_prompt_update)","[{""feature"": ""decline_code_bucket"", ""value"": ""CLEAR_HARD"", ""shap_value"": -0.9821377663885883}, {""feature"": ""ltv_tier"", ""value"": ""high"", ""shap_value"": -0.12749525137163875}, {""feature"": ""payment_rail"", ""value"": ""card"", ""shap_value"": 0.12216766515157171}, {""feature"": ""issuer_bank_risk_tier"", ""value"": ""low_risk"", ""shap_value"": -0.11957637862912443}, {""feature"": ""prior_retry_success_count"", ""value"": 0, ""shap_value"": 0.1034309920825466}]",False,,,,,hard_decline_excluded;requires_human_review_floor,no_retry_prompt_update,no_retry_prompt_update,False,,True,logreg_v1_2026-09-02,phase7_v1,no_retry_prompt_update,True,hard_decline_excluded,False,False
case_0069,2026-09-04T11:37:38.188626+00:00,51_insufficient_funds,429.35,0.6031612307028305,"score=0.6032 vs band=[0.3793, 0.4681] (in_band=False); decline_code='51_insufficient_funds' (is_ambiguous=False) -> NOT routed (template_action=retry_now)","[{""feature"": ""historical_ptp_honor_rate"", ""value"": 0.7688237324826901, ""shap_value"": 0.411548717439984}, {""feature"": ""decline_code_bucket"", ""value"": ""CLEAR_SOFT"", ""shap_value"": 0.3970062137823236}, {""feature"": ""amount"", ""value"": 429.35, ""shap_value"": 0.16123979670217795}, {""feature"": ""ltv_tier"", ""value"": ""high"", ""shap_value"": -0.12749525137163875}, {""feature"": ""payment_rail"", ""value"": ""card"", ""shap_value"": 0.12216766515157171}]",False,,,,,,retry_now,retry_now,False,,False,logreg_v1_2026-09-02,phase7_v1,retry_now,False,,True,True
case_0070,2026-09-04T11:37:38.188959+00:00,insufficient_funds,799.49,0.5007516535356891,"score=0.5008 vs band=[0.3793, 0.4681] (in_band=False); decline_code='insufficient_funds' (is_ambiguous=False) -> NOT routed (template_action=retry_now)","[{""feature"": ""historical_ptp_honor_rate"", ""value"": 0.2068949992969275, ""shap_value"": -0.4501190933724947}, {""feature"": ""decline_code_bucket"", ""value"": ""CLEAR_SOFT"", ""shap_value"": 0.3970062137823236}, {""feature"": ""day_of_week"", ""value"": ""mon"", ""shap_value"": 0.21919438607451347}, {""feature"": ""ltv_tier"", ""value"": ""high"", ""shap_value"": -0.12749525137163875}, {""feature"": ""hours_since_last_attempt"", ""value"": 68.21, ""shap_value"": 0.12292304936779519}]",False,,,,,,retry_now,retry_now,False,,False,logreg_v1_2026-09-02,phase7_v1,retry_now,False,,True,True
case_0071,2026-09-04T11:37:38.189265+00:00,stolen_card,387.64,0.304017168257998,"score=0.3040 vs band=[0.3793, 0.4681] (in_band=False); decline_code='stolen_card' (is_ambiguous=False) -> NOT routed (template_action=no_retry_prompt_update)","[{""feature"": ""decline_code_bucket"", ""value"": ""CLEAR_HARD"", ""shap_value"": -0.9821377663885883}, {""feature"": ""historical_ptp_honor_rate"", ""value"": 0.6767034308139814, ""shap_value"": 0.27029041548370936}, {""feature"": ""amount"", ""value"": 387.64, ""shap_value"": 0.16952416815618884}, {""feature"": ""customer_tenure_days"", ""value"": 1512, ""shap_value"": 0.16544490860793065}, {""feature"": ""payment_rail"", ""value"": ""emandate"", ""shap_value"": -0.14636252025225663}]",False,,,,,hard_decline_excluded;requires_human_review_floor,no_retry_prompt_update,no_retry_prompt_update,False,,True,logreg_v1_2026-09-02,phase7_v1,no_retry_prompt_update,True,hard_decline_excluded,False,False
case_0072,2026-09-04T11:37:38.189512+00:00,generic_decline,199.0,0.622022492842779,"score=0.6220 vs band=[0.3793, 0.4681] (in_band=False); decline_code='generic_decline' (is_ambiguous=False) -> NOT routed (template_action=retry_now)","[{""feature"": ""issuer_bank_risk_tier"", ""value"": ""medium_risk"", ""shap_value"": 0.2655573382885513}, {""feature"": ""customer_tenure_days"", ""value"": 1762, ""shap_value"": 0.23126892690130824}, {""feature"": ""amount"", ""value"": 199.0, ""shap_value"": 0.20699153404169854}, {""feature"": ""day_of_week"", ""value"": ""tue"", ""shap_value"": 0.15966793820086891}, {""feature"": ""historical_ptp_honor_rate"", ""value"": 0.4020145920778159, ""shap_value"": -0.15092052524632887}]",False,,,,,,retry_now,retry_now,False,,False,logreg_v1_2026-09-02,phase7_v1,retry_now,False,,True,True
case_0073,2026-09-04T11:37:38.189748+00:00,51_insufficient_funds,2229.47,0.3712507992846594,"score=0.3713 vs band=[0.3793, 0.4681] (in_band=False); decline_code='51_insufficient_funds' (is_ambiguous=False) -> NOT routed (template_action=retry_scheduled)","[{""feature"": ""decline_code_bucket"", ""value"": ""CLEAR_SOFT"", ""shap_value"": 0.3970062137823236}, {""feature"": ""historical_ptp_honor_rate"", ""value"": 0.2979647624270933, ""shap_value"": -0.310471698973035}, {""feature"": ""issuer_bank_risk_tier"", ""value"": ""high_risk"", ""shap_value"": -0.25847687587349405}, {""feature"": ""customer_tenure_days"", ""value"": 1697, ""shap_value"": 0.21415468214503006}, {""feature"": ""ltv_tier"", ""value"": ""low"", ""shap_value"": -0.20123535105966833}]",False,,,,,requires_human_review_floor,retry_scheduled,retry_scheduled,False,,True,logreg_v1_2026-09-02,phase7_v1,retry_now,False,,True,True
case_0074,2026-09-04T11:37:38.189975+00:00,51_insufficient_funds,1115.23,0.28628185898787034,"score=0.2863 vs band=[0.3793, 0.4681] (in_band=False); decline_code='51_insufficient_funds' (is_ambiguous=False) -> NOT routed (template_action=retry_scheduled)","[{""feature"": ""historical_ptp_honor_rate"", ""value"": 0.122994419845211, ""shap_value"": -0.5787731812533504}, {""feature"": ""decline_code_bucket"", ""value"": ""CLEAR_SOFT"", ""shap_value"": 0.3970062137823236}, {""feature"": ""ltv_tier"", ""value"": ""medium"", ""shap_value"": 0.27984421786915337}, {""feature"": ""issuer_bank_risk_tier"", ""value"": ""high_risk"", ""shap_value"": -0.25847687587349405}, {""feature"": ""payment_rail"", ""value"": ""emandate"", ""shap_value"": -0.14636252025225663}]",False,,,,,requires_human_review_floor,retry_scheduled,retry_scheduled,False,,True,logreg_v1_2026-09-02,phase7_v1,retry_now,False,,True,True
case_0075,2026-09-04T11:37:40.263607+00:00,insufficient_funds,518.85,0.40201737407948734,"score=0.4020 vs band=[0.3793, 0.4681] (in_band=True); decline_code='insufficient_funds' (is_ambiguous=False) -> ROUTED to LLM (trigger: probability_band)","[{""feature"": ""decline_code_bucket"", ""value"": ""CLEAR_SOFT"", ""shap_value"": 0.3970062137823236}, {""feature"": ""historical_ptp_honor_rate"", ""value"": 0.6932456217832531, ""shap_value"": 0.29565639632210555}, {""feature"": ""issuer_bank_risk_tier"", ""value"": ""high_risk"", ""shap_value"": -0.25847687587349405}, {""feature"": ""day_of_week"", ""value"": ""thu"", ""shap_value"": -0.1750338202098383}, {""feature"": ""amount"", ""value"": 518.85, ""shap_value"": 0.14346345421514908}]",True,retry_scheduled,0.75,"Features used: decline_code_bucket, historical_ptp_honor_rate, issuer_bank_risk_tier, day_of_week, amount. The case is driven by a strong positive SHAP value for decline_code_bucket (0.397) indicating a clear soft decline, and a positive contribution from historical_ptp_honor_rate (0.296) and amount (0.143). However, these are counterbalanced by negative SHAP values for issuer_bank_risk_tier (-0.258) and day_of_week (-0.175). Given the strong soft decline indicator and established payment history, a scheduled retry is preferred to avoid peak risk windows, although the high-risk bank status necessitates a cautious approach. I lack information on the specific balance state of the account beyond the general decline code, but the indicators suggest a retry is viable.",True,,retry_scheduled,retry_scheduled,False,,False,gemini:gemini-3.1-flash-lite,phase7_v1,retry_now,False,,True,True
case_0076,2026-09-04T11:37:40.264547+00:00,expired_card_soft,3200.91,0.5862006416092542,"score=0.5862 vs band=[0.3793, 0.4681] (in_band=False); decline_code='expired_card_soft' (is_ambiguous=False) -> NOT routed (template_action=retry_now)","[{""feature"": ""decline_code_bucket"", ""value"": ""CLEAR_SOFT"", ""shap_value"": 0.3970062137823236}, {""feature"": ""amount"", ""value"": 3200.91, ""shap_value"": -0.3892428824413937}, {""feature"": ""issuer_bank_risk_tier"", ""value"": ""medium_risk"", ""shap_value"": 0.2655573382885513}, {""feature"": ""historical_ptp_honor_rate"", ""value"": 0.6645657225430492, ""shap_value"": 0.25167831772746735}, {""feature"": ""ltv_tier"", ""value"": ""low"", ""shap_value"": -0.20123535105966833}]",False,,,,,,retry_now,retry_now,False,,False,logreg_v1_2026-09-02,phase7_v1,retry_now,False,,True,True
case_0077,2026-09-04T11:37:40.265109+00:00,51_insufficient_funds,457.47,0.6538796443613696,"score=0.6539 vs band=[0.3793, 0.4681] (in_band=False); decline_code='51_insufficient_funds' (is_ambiguous=False) -> NOT routed (template_action=retry_now)","[{""feature"": ""decline_code_bucket"", ""value"": ""CLEAR_SOFT"", ""shap_value"": 0.3970062137823236}, {""feature"": ""ltv_tier"", ""value"": ""medium"", ""shap_value"": 0.27984421786915337}, {""feature"": ""day_of_week"", ""value"": ""tue"", ""shap_value"": 0.15966793820086891}, {""feature"": ""amount"", ""value"": 457.47, ""shap_value"": 0.1556546486492701}, {""feature"": ""issuer_bank_risk_tier"", ""value"": ""low_risk"", ""shap_value"": -0.11957637862912443}]",False,,,,,,retry_now,retry_now,False,,False,logreg_v1_2026-09-02,phase7_v1,retry_now,False,,True,True
case_0078,2026-09-04T11:37:43.499489+00:00,05_do_not_honor,550.02,0.37816204737725884,"score=0.3782 vs band=[0.3793, 0.4681] (in_band=False); decline_code='05_do_not_honor' (is_ambiguous=True) -> ROUTED to LLM (trigger: ambiguous_code)","[{""feature"": ""issuer_bank_risk_tier"", ""value"": ""medium_risk"", ""shap_value"": 0.2655573382885513}, {""feature"": ""ltv_tier"", ""value"": ""low"", ""shap_value"": -0.20123535105966833}, {""feature"": ""amount"", ""value"": 550.02, ""shap_value"": 0.1372725201892196}, {""feature"": ""prior_retry_success_count"", ""value"": 1, ""shap_value"": -0.11764288412442325}, {""feature"": ""day_of_week"", ""value"": ""wed"", ""shap_value"": -0.11375828643887254}]",True,escalate_human,0.65,"The shap_top_features considered are: issuer_bank_risk_tier, ltv_tier, amount, prior_retry_success_count, and day_of_week. The model shows a mixed signal: the issuer_bank_risk_tier (positive shap_value: 0.2656) and amount (positive shap_value: 0.1373) support recovery. However, these are offset by a negative impact from ltv_tier (negative shap_value: -0.2012), prior_retry_success_count (negative shap_value: -0.1176), and day_of_week (negative shap_value: -0.1138). Given that the cumulative retry count is 3 and the ltv_tier is low, the cumulative negative pressure makes me hesitant to retry automatically without further manual review, as the risk of continued failure is significant.",True,,escalate_human,escalate_human,False,,True,gemini:gemini-3.1-flash-lite,phase7_v1,retry_now,False,,False,True
case_0079,2026-09-04T11:37:43.500302+00:00,insufficient_funds,714.14,0.5466048316185016,"score=0.5466 vs band=[0.3793, 0.4681] (in_band=False); decline_code='insufficient_funds' (is_ambiguous=False) -> NOT routed (template_action=retry_now)","[{""feature"": ""decline_code_bucket"", ""value"": ""CLEAR_SOFT"", ""shap_value"": 0.3970062137823236}, {""feature"": ""issuer_bank_risk_tier"", ""value"": ""medium_risk"", ""shap_value"": 0.2655573382885513}, {""feature"": ""ltv_tier"", ""value"": ""low"", ""shap_value"": -0.20123535105966833}, {""feature"": ""historical_ptp_honor_rate"", ""value"": 0.3865139336366572, ""shap_value"": -0.1746894084451345}, {""feature"": ""day_of_week"", ""value"": ""tue"", ""shap_value"": 0.15966793820086891}]",False,,,,,,retry_now,retry_now,False,,False,logreg_v1_2026-09-02,phase7_v1,retry_now,False,,True,True
case_0080,2026-09-04T11:37:43.500843+00:00,issuer_unavailable,616.68,0.21072548849887737,"score=0.2107 vs band=[0.3793, 0.4681] (in_band=False); decline_code='issuer_unavailable' (is_ambiguous=False) -> NOT routed (template_action=retry_scheduled)","[{""feature"": ""historical_ptp_honor_rate"", ""value"": 0.0766641809659941, ""shap_value"": -0.6498164882633816}, {""feature"": ""ltv_tier"", ""value"": ""low"", ""shap_value"": -0.20123535105966833}, {""feature"": ""payment_rail"", ""value"": ""emandate"", ""shap_value"": -0.14636252025225663}, {""feature"": ""amount"", ""value"": 616.68, ""shap_value"": 0.1240326208575398}, {""feature"": ""issuer_bank_risk_tier"", ""value"": ""low_risk"", ""shap_value"": -0.11957637862912443}]",False,,,,,requires_human_review_floor,retry_scheduled,retry_scheduled,False,,True,logreg_v1_2026-09-02,phase7_v1,retry_now,False,,True,True
